time, ATMP, SWTMP, RH,       DEWP2, PRES, WSPD,  WDIR, PrecipTotal
 UTC ,degC, degC, percent , degC, mbar, m/s,   deg,  mm
6/2/2023 4:20,6.7,3.08,100,6.7,1020.12,1.8,42,0.2
6/2/2023 4:30,6,3.08,100,6,1020.06,2.2,67,0.2
6/2/2023 4:40,6.5,3.09,100,6.5,1020.15,3.3,82,0.2
6/2/2023 4:50,6.1,3.08,100,6.1,1020.16,4,82,0.2
6/2/2023 5:00,6.4,3.08,100,6.4,1020.38,4.8,47,0.2
6/2/2023 5:10,6.3,3.08,100,6.3,1020.25,3.7,54,0.2
6/2/2023 5:20,5.6,3.08,100,5.6,1020.21,2.5,42,0.2
6/2/2023 5:30,5.5,3.07,100,5.5,1020.1,1.9,11,0.2
6/2/2023 5:40,5.9,3.07,100,5.9,1020.11,2.4,39,0.2
6/2/2023 5:50,6,3.07,100,6,1020.17,2.4,46,0.2
6/2/2023 6:00,5.5,3.06,100,5.5,1020.01,2.9,24,0.2
6/2/2023 6:10,4.9,3.06,100,4.9,1020.27,3,21,0.2
6/2/2023 6:20,5.7,3.07,100,5.7,1020.22,3.3,11,0.2
6/2/2023 6:30,5.9,3.07,100,5.9,1020.22,2.4,53,0.2
6/2/2023 6:40,5.8,3.07,100,5.8,1020.15,2.1,74,0.2
6/2/2023 6:50,5.5,3.06,100,5.5,1020.13,1.6,78,0.2
6/2/2023 7:00,5.3,3.06,100,5.3,1020.07,1.2,121,0.2
6/2/2023 7:10,5.3,3.06,100,5.3,1020.08,0.8,63,0.2
6/2/2023 7:20,5.3,3.06,100,5.3,1020.05,1.1,79,0.2
6/2/2023 7:30,5,3.06,100,5,1020.04,1,65,0.2
6/2/2023 7:40,4.9,3.06,100,4.9,1020.04,1.1,63,0.2
6/2/2023 7:50,4.9,3.06,100,4.9,1020.09,1,25,0.2
6/2/2023 8:00,4.9,3.06,100,4.9,1020.16,1.3,328,0.2
6/2/2023 8:10,4.9,3.06,100,4.9,1020.22,1.5,302,0.2
6/2/2023 8:20,5.5,3.06,100,5.5,1020.31,0.7,340,0.2
6/2/2023 8:30,5.6,3.07,100,5.6,1020.26,0.9,298,0.2
6/2/2023 8:40,5.5,3.07,100,5.5,1020.27,1.1,341,0.2
6/2/2023 8:50,5.7,3.07,100,5.7,1020.32,1,344,0.2
6/2/2023 9:00,5.8,3.07,100,5.8,1020.42,1.1,47,0.2
6/2/2023 9:10,6,3.08,100,6,1020.42,1.5,21,0.2
6/2/2023 9:20,5.9,3.08,100,5.9,1020.42,1.4,358,0.2
6/2/2023 9:30,5.8,3.08,100,5.8,1020.47,1.3,11,0.2
6/2/2023 9:40,5.7,3.08,100,5.7,1020.53,2.2,51,0.2
6/2/2023 9:50,5.7,3.08,100,5.7,1020.72,2.3,43,0.2
6/2/2023 10:00,5.4,3.08,100,5.4,1020.76,2,53,0.2
6/2/2023 10:10,5.4,3.08,100,5.4,1020.79,1.9,48,0.2
6/2/2023 10:20,5.2,3.08,100,5.2,1020.82,1.8,59,0.2
6/2/2023 10:30,5,3.08,100,5,1020.86,1.7,44,0.2
6/2/2023 10:40,5.1,3.08,100,5.1,1020.86,2.3,7,0.2
6/2/2023 10:50,5,3.09,100,5,1020.84,2.1,16,0.2
6/2/2023 11:00,4.8,3.08,100,4.8,1020.89,2,30,0.2
6/2/2023 11:10,4.7,3.09,100,4.7,1021.04,1.4,31,0.2
6/2/2023 11:20,4.7,3.08,100,4.7,1021.21,0.9,31,0.2
6/2/2023 11:30,4.7,3.08,100,4.7,1021.24,1.6,23,0.2
6/2/2023 11:40,4.8,3.08,100,4.8,1021.39,0.9,54,0.2
6/2/2023 11:50,5,3.09,100,5,1021.48,1.6,45,0.2
6/2/2023 12:00,5,3.1,100,5,1021.5,2.4,23,0.2
6/2/2023 12:10,4.8,3.11,100,4.8,1021.51,2.4,39,0.2
6/2/2023 12:20,5,3.11,100,5,1021.62,1.5,19,0.2
6/2/2023 12:30,5.4,3.11,100,5.4,1021.65,2,49,0.2
6/2/2023 12:40,5.1,3.12,100,5.1,1021.82,1.8,34,0.2
6/2/2023 12:50,4.9,3.11,100,4.9,1021.82,2.1,33,0.2
6/2/2023 13:00,4.9,3.11,100,4.9,1021.92,2.7,45,0.2
6/2/2023 13:10,5,3.11,100,5,1021.92,2.8,46,0.2
6/2/2023 13:20,4.5,3.12,100,4.5,1022.05,2.3,47,0.2
6/2/2023 13:30,4.4,3.12,100,4.4,1022.23,1.5,23,0.2
6/2/2023 13:40,4.7,3.13,100,4.7,1022.28,2.1,38,0.2
6/2/2023 13:50,4.5,3.14,100,4.5,1022.25,1.5,52,0.2
6/2/2023 14:00,4.6,3.14,100,4.6,1022.15,2.7,42,0.2
6/2/2023 14:10,5.6,3.15,100,5.6,1022.16,3.4,55,0.2
6/2/2023 14:20,5.3,3.15,100,5.3,1022.26,2.3,53,0.2
6/2/2023 14:30,5.2,3.16,100,5.2,1022.32,1.4,27,0.2
6/2/2023 14:40,5.4,3.16,100,5.4,1022.27,1.7,33,0.2
6/2/2023 14:50,5.5,3.17,100,5.5,1022.28,1.4,43,0.2
6/2/2023 15:00,5.7,3.18,100,5.7,1022.28,0.8,41,0.2
6/2/2023 15:10,5.8,3.19,100,5.8,1022.31,1.6,75,0.2
6/2/2023 15:20,5.8,3.22,100,5.8,1022.22,1.4,61,0.2
6/2/2023 15:30,5.7,3.23,100,5.7,1022.18,0.6,20,0.2
6/2/2023 15:40,5.9,3.19,100,5.9,1022.21,1,28,0.2
6/2/2023 15:50,6,3.23,100,6,1022.23,0.5,300,0.2
6/2/2023 16:00,6.4,3.24,100,6.4,1022.14,1.5,53,0.2
6/2/2023 16:10,6.3,3.27,100,6.3,1022.11,1.1,16,0.2
6/2/2023 16:20,6.5,3.26,100,6.5,1022.07,0.9,33,0.2
6/2/2023 16:30,6.6,3.31,100,6.6,1022.02,1.1,34,0.2
6/2/2023 16:40,6.3,3.27,100,6.3,1021.97,1.1,34,0.2
6/2/2023 16:50,6.6,3.27,100,6.6,1022.06,1.1,38,0.2
6/2/2023 17:00,6,3.27,100,6,1021.94,2.4,75,0.2
6/2/2023 17:10,5.9,3.27,100,5.9,1022,2.3,76,0.2
6/2/2023 17:20,5.7,3.32,100,5.7,1022.04,1.7,29,0.2
6/2/2023 17:30,6.4,3.31,100,6.4,1021.98,1.8,35,0.2
6/2/2023 17:40,6.5,3.36,100,6.5,1022.05,1.7,37,0.2
6/2/2023 17:50,7,3.27,100,7,1022.02,2,64,0.2
6/2/2023 18:00,7,3.31,100,7,1021.92,2.5,67,0.2
6/2/2023 18:10,6.9,3.28,100,6.9,1021.96,0.4,37,0.2
6/2/2023 18:20,7.1,3.28,100,7.1,1021.8,1.2,43,0.2
6/2/2023 18:30,6.6,3.33,100,6.6,1021.75,1.3,13,0.2
6/2/2023 18:40,6.4,3.29,100,6.4,1021.64,2.4,30,0.2
6/2/2023 18:50,6.5,3.32,100,6.5,1021.5,2.2,46,0.2
6/2/2023 19:00,6.1,3.38,100,6.1,1021.56,1.2,77,0.2
6/2/2023 19:10,5.9,3.38,100,5.9,1021.57,1,35,0.2
6/2/2023 19:20,6,3.39,100,6,1021.53,0.7,210,0.2
6/2/2023 19:30,6.5,3.34,100,6.5,1021.39,0.6,334,0.2
6/2/2023 19:40,6.6,3.37,100,6.6,1021.15,1.7,31,0.2
6/2/2023 19:50,6.6,3.35,100,6.6,1020.99,2.1,35,0.2
6/2/2023 20:00,7.1,3.41,100,7.1,1021.2,1.5,171,0.2
6/2/2023 20:10,7.1,3.32,100,7.1,1021.08,3.1,104,0.2
6/2/2023 20:20,7.2,3.4,100,7.2,1020.85,2.7,43,0.2
6/2/2023 20:30,7.9,3.35,100,7.9,1020.84,1.1,68,0.2
6/2/2023 20:40,7.5,3.35,100,7.5,1020.73,1.3,113,0.2
6/2/2023 20:50,7.3,3.38,100,7.3,1020.78,1.1,199,0.2
6/2/2023 21:00,7.4,3.38,100,7.4,1020.68,2,115,0.2
6/2/2023 21:10,7.7,3.37,100,7.7,1020.59,1.5,238,0.2
6/2/2023 21:20,8.4,3.37,99.9,8.4,1020.6,2.7,235,0.2
6/2/2023 21:30,8.2,3.37,100,8.2,1020.4,2.4,100,0.2
6/2/2023 21:40,7.9,3.33,100,7.9,1020.49,1.4,225,0.2
6/2/2023 21:50,8,3.3,99.9,8,1020.58,2.1,210,0.2
6/2/2023 22:00,7.8,3.31,100,7.8,1020.58,0.9,229,0.2
6/2/2023 22:10,7.9,3.31,100,7.9,1020.47,1.5,331,0.2
6/2/2023 22:20,7.8,3.32,100,7.8,1020.6,0.9,265,0.2
6/2/2023 22:30,7.8,3.33,100,7.8,1020.38,2.3,3,0.2
6/2/2023 22:40,7.7,3.34,100,7.7,1020.31,3.2,20,0.2
6/2/2023 22:50,7.2,3.38,100,7.2,1020.37,3.3,48,0.2
6/2/2023 23:00,6.6,3.42,100,6.6,1020.53,2.2,82,0.2
6/2/2023 23:10,6.8,3.4,100,6.8,1020.58,1.6,84,0.2
6/2/2023 23:20,6.5,3.4,100,6.5,1020.68,1.4,343,0.2
6/2/2023 23:30,7.5,3.4,100,7.5,1020.68,3.1,31,0.2
6/2/2023 23:40,7.3,3.38,100,7.3,1020.71,2.4,46,0.2
6/2/2023 23:50,7.1,3.39,100,7.1,1020.58,3.1,23,0.2
6/3/2023 0:00,6.7,3.37,100,6.7,1020.64,2.3,63,0.2
6/3/2023 0:10,7,3.35,100,7,1020.62,2.3,83,0.2
6/3/2023 0:20,6.4,3.35,100,6.4,1020.62,2.3,22,0.2
6/3/2023 0:30,6.8,3.34,100,6.8,1020.62,1.8,5,0.2
6/3/2023 0:40,6.9,3.33,100,6.9,1020.64,2.1,11,0.2
6/3/2023 0:50,7,3.33,100,7,1020.51,2.5,15,0.2
6/3/2023 1:00,6.9,3.34,100,6.9,1020.51,3,43,0.2
6/3/2023 1:10,7,3.34,100,7,1020.87,1.1,160,0.2
6/3/2023 1:20,7.9,8.35,100,7.9,1020.75,1.3,58,0.2
6/3/2023 1:30,7.1,10.67,100,7.1,1020.79,2.2,6,0.2
6/3/2023 1:40,6.8,10.68,100,6.8,1020.65,3.2,31,0.2
6/3/2023 1:50,7,10.63,100,7,1020.69,2.8,22,0.2
6/3/2023 2:00,7.2,10.58,100,7.2,1020.81,2.6,60,0.2
6/3/2023 2:10,6.6,10.54,100,6.6,1020.9,2.7,27,0.2
6/3/2023 2:20,6.4,10.51,100,6.4,1021.08,2.6,31,0.2
6/3/2023 2:30,6.2,10.47,100,6.2,1021.16,3.3,39,0.2
6/3/2023 2:40,6.2,10.44,100,6.2,1021.23,3.6,17,0.2
6/3/2023 2:50,6.3,10.43,100,6.3,1021.28,3.1,23,0.2
6/3/2023 3:00,6.6,10.43,100,6.6,1021.24,1.7,34,0.2
