time, ATMP, SWTMP, RH,       DEWP2, PRES, WSPD,  WDIR, PrecipTotal
 UTC ,degC, degC, percent , degC, mbar, m/s,   deg,  mm
7/16/2023 15:30,11.4,9.8,95.6,10.7,1007.65,2.9,238,48.4
7/16/2023 15:40,12.3,9.81,95.6,11.6,1007.68,3,232,48.4
7/16/2023 15:50,12.1,9.85,94.8,11.3,1007.63,3.4,225,48.4
7/16/2023 16:00,12.4,9.8,93.5,11.4,1007.62,2.3,224,48.4
7/16/2023 16:10,12.4,9.85,93.8,11.4,1007.62,2.9,223,48.4
7/16/2023 16:20,12.8,9.94,93,11.8,1007.52,4,205,48.4
7/16/2023 16:30,13.4,9.92,91.6,12.1,1007.35,4.2,197,48.4
7/16/2023 16:40,13.3,9.9,90.6,11.8,1007.25,4.1,200,48.4
7/16/2023 16:50,13.2,9.91,91.8,11.9,1007.24,3.9,207,48.4
7/16/2023 17:00,13.4,9.94,89.4,11.7,1007.18,2.8,248,48.4
7/16/2023 17:10,14.3,9.97,86.2,12.1,1007.05,2.6,227,48.4
7/16/2023 17:20,14.9,9.94,82,11.9,1007.02,5.8,250,48.4
7/16/2023 17:30,15.9,9.82,80,12.5,1007.13,5.3,277,48.4
7/16/2023 17:40,16.1,9.71,76.3,11.9,1007.01,4.4,270,48.4
7/16/2023 17:50,17.5,9.72,71.2,12.3,1006.88,4.9,277,48.4
7/16/2023 18:00,18.3,9.76,68.8,12.5,1006.82,2.8,294,48.4
7/16/2023 18:10,18.6,9.74,64.6,11.8,1006.71,5.9,294,48.4
7/16/2023 18:20,18.3,9.66,60.7,10.6,1006.8,6,269,48.4
7/16/2023 18:30,18.7,9.57,56.5,9.9,1006.79,6.8,280,48.4
7/16/2023 18:40,18.4,9.42,54.1,9,1006.78,9.2,276,48.4
7/16/2023 18:50,18.6,9.21,51.3,8.3,1006.81,9.3,273,48.4
7/16/2023 19:00,18.3,8.92,51.2,8.1,1006.96,6.4,253,48.4
7/16/2023 19:10,18.5,8.76,51,8.2,1006.91,7.7,278,48.4
7/16/2023 19:20,18.3,8.55,51.3,8.1,1007.01,6.8,272,48.4
7/16/2023 19:30,18.4,8.42,51.5,8.3,1006.93,9.1,275,48.4
7/16/2023 19:40,18.1,8.23,49.4,7.3,1007.07,8.8,261,48.4
7/16/2023 19:50,18.3,7.98,50.9,8,1007.12,6.5,276,48.4
7/16/2023 20:00,18.1,7.79,49,7.3,1007.02,9.4,251,48.4
7/16/2023 20:10,18.1,7.56,49.9,7.5,1007.15,7.8,265,48.4
7/16/2023 20:20,17.6,7.42,52.6,7.9,1007.14,7.7,260,48.4
7/16/2023 20:30,17.7,7.3,53.1,8.1,1007.15,9.7,275,48.4
7/16/2023 20:40,18.4,7.17,50.4,7.9,1007.21,8.6,271,48.4
7/16/2023 20:50,18.1,7.03,51.9,8.1,1007.5,8.8,286,48.4
7/16/2023 21:00,16.9,6.91,62.7,9.7,1007.85,5.9,305,48.4
7/16/2023 21:10,17.6,6.83,59.3,9.6,1007.81,6.5,294,48.4
7/16/2023 21:20,17.6,6.71,56.5,8.9,1007.94,8.9,275,48.4
7/16/2023 21:30,16.3,6.63,63.5,9.4,1008.2,6.6,299,48.4
7/16/2023 21:40,16.4,6.58,64,9.6,1008.13,4,306,48.4
7/16/2023 21:50,17.3,6.51,59.9,9.4,1007.99,3.2,298,48.4
7/16/2023 22:00,17.1,6.41,60,9.2,1008,5.6,286,48.4
7/16/2023 22:10,17.4,6.34,59,9.3,1008.05,7.7,279,48.4
7/16/2023 22:20,15.6,6.24,66,9.3,1008.39,6.2,288,48.4
7/16/2023 22:30,14.8,6.16,76.1,10.6,1008.66,6.6,309,48.4
7/16/2023 22:40,13.7,6.09,83,10.9,1008.73,3.9,301,48.4
7/16/2023 22:50,13.8,6.03,83.6,11,1008.87,5.5,280,48.4
7/16/2023 23:00,14.3,5.99,83.1,11.5,1008.75,5.7,272,48.4
7/16/2023 23:10,13.8,5.96,83.4,11,1008.67,4.5,260,48.4
7/16/2023 23:20,14.1,5.95,81.6,11,1008.62,5.1,254,48.4
7/16/2023 23:30,14.4,5.91,82.5,11.4,1008.65,6.3,262,48.4
7/16/2023 23:40,14.8,5.9,80.8,11.5,1008.65,6.8,265,48.4
7/16/2023 23:50,14.8,5.9,79.9,11.4,1008.64,5.1,262,48.4
7/17/2023 0:00,15.1,5.86,77.7,11.2,1008.59,5.8,269,48.4
7/17/2023 0:10,15.5,5.84,74.7,11,1008.65,5.6,281,48.4
7/17/2023 0:20,15.8,5.79,75.7,11.5,1008.68,6,282,48.4
7/17/2023 0:30,15.8,5.75,75,11.4,1008.73,5.2,269,48.4
7/17/2023 0:40,15.2,5.72,76.6,11.1,1008.79,4.5,280,48.4
7/17/2023 0:50,15.3,5.7,76.9,11.3,1008.82,4.5,280,48.4
7/17/2023 1:00,15.6,5.69,77.4,11.7,1008.81,4.7,290,48.4
7/17/2023 1:10,15.7,5.68,76.2,11.5,1008.93,4.6,278,48.4
7/17/2023 1:20,15.3,5.66,78.8,11.6,1009.05,5,271,48.4
7/17/2023 1:30,15.3,5.63,76.9,11.3,1009.19,4.5,275,48.4
7/17/2023 1:40,15.3,5.6,76.2,11.2,1009.32,4.8,282,48.4
7/17/2023 1:50,15.1,5.57,75.8,10.9,1009.42,4.1,284,48.4
7/17/2023 2:00,15.2,5.51,75.3,10.9,1009.46,4.5,281,48.4
7/17/2023 2:10,14.4,5.44,77.3,10.5,1009.49,4.7,267,48.4
7/17/2023 2:20,14.2,5.38,78.2,10.5,1009.62,4,267,48.4
7/17/2023 2:30,14.5,5.37,76.9,10.5,1009.7,4.4,269,48.4
7/17/2023 2:40,14.4,5.39,77.6,10.5,1009.73,4.9,281,48.4
7/17/2023 2:50,15,5.39,75.7,10.8,1009.87,5.4,277,48.4
7/17/2023 3:00,15,5.39,77.1,11,1009.89,5.5,278,48.4
7/17/2023 3:10,15,5.39,76.7,11,1009.85,6.2,291,48.4
7/17/2023 3:20,14.9,5.37,76.3,10.8,1009.93,6.4,288,48.4
7/17/2023 3:30,15,5.35,76.2,10.9,1009.95,7.5,296,48.4
7/17/2023 3:40,14.8,5.32,76.1,10.7,1009.93,5.1,292,48.4
7/17/2023 3:50,14.7,5.3,77.4,10.8,1009.99,5.7,290,48.4
7/17/2023 4:00,14.6,5.29,77.1,10.6,1010.02,5.7,285,48.4
7/17/2023 4:10,14.7,5.25,76.5,10.6,1010.07,6.1,288,48.4
7/17/2023 4:20,14.8,5.21,76.9,10.8,1010.07,6.3,287,48.4
7/17/2023 4:30,14.7,5.16,76.1,10.5,1009.96,6.6,289,48.4
7/17/2023 4:40,14.6,5.17,77,10.7,1009.94,6.5,296,48.4
7/17/2023 4:50,14.6,5.16,76.3,10.5,1009.96,7,288,48.4
7/17/2023 5:00,14.8,5.16,75.7,10.6,1010.04,6.8,295,48.4
7/17/2023 5:10,14.8,5.16,75.8,10.6,1010.06,6.5,292,48.4
7/17/2023 5:20,14.4,5.16,77.8,10.6,1010.04,7.4,289,48.4
7/17/2023 5:30,14.4,5.14,77.7,10.6,1010.04,7.7,294,48.4
7/17/2023 5:40,14.4,5.12,78,10.7,1010.01,8.1,296,48.4
7/17/2023 5:50,14.3,5.09,78.7,10.7,1010.1,8,305,48.4
7/17/2023 6:00,14.1,5.04,79.6,10.6,1010.15,6.6,302,48.4
7/17/2023 6:10,14.1,4.99,80.5,10.8,1010.08,7.8,291,48.4
7/17/2023 6:20,13.7,4.95,82.3,10.8,1010.08,7.2,298,48.4
7/17/2023 6:30,13.7,4.92,82.1,10.7,1010.08,7,291,48.4
7/17/2023 6:40,13.6,4.9,83.1,10.8,1010.04,7.8,301,48.4
7/17/2023 6:50,13.8,4.89,83.1,11,1010.09,7,296,48.4
7/17/2023 7:00,13.6,4.86,84.3,11,1010.05,7.9,293,48.4
7/17/2023 7:10,13.6,4.77,83.7,10.9,1009.92,8.8,300,48.4
7/17/2023 7:20,13.4,4.67,85,10.9,1009.86,7.8,314,48.4
7/17/2023 7:30,13.7,4.65,84.1,11.1,1009.84,8.1,300,48.4
7/17/2023 7:40,13.7,4.64,85.1,11.2,1009.97,8,301,48.4
7/17/2023 7:50,13.6,4.63,85.4,11.2,1009.96,6.2,300,48.4
7/17/2023 8:00,13.4,4.63,86.1,11.2,1009.96,6.2,302,48.4
7/17/2023 8:10,13.4,4.62,86.4,11.2,1009.93,6.9,296,48.4
7/17/2023 8:20,13.4,4.56,87.4,11.3,1010.02,7.4,297,48.4
7/17/2023 8:30,13.3,4.47,86.6,11.1,1010.1,7.6,294,48.4
7/17/2023 8:40,13.4,4.46,86.9,11.3,1010.19,7.5,292,48.4
7/17/2023 8:50,13.5,4.45,86.7,11.3,1010.34,6.8,304,48.4
7/17/2023 9:00,13.3,4.43,87,11.2,1010.5,5.9,299,48.4
7/17/2023 9:10,13.2,4.38,85.9,10.9,1010.6,5.6,311,48.4
7/17/2023 9:20,13.2,4.37,87.3,11.2,1010.66,4.8,294,48.4
7/17/2023 9:30,13.3,4.35,87.1,11.2,1010.73,5,296,48.4
7/17/2023 9:40,13.4,4.35,86,11.1,1010.83,4.8,288,48.4
7/17/2023 9:50,13.6,4.35,85.9,11.3,1010.84,5.1,299,48.4
7/17/2023 10:00,13.2,4.31,86.6,11,1010.97,5.4,292,48.4
7/17/2023 10:10,13.5,4.35,85,11.1,1011.09,4.9,289,48.4
7/17/2023 10:20,13.5,4.33,86.6,11.3,1011.17,5.5,288,48.4
7/17/2023 10:30,13.3,4.25,86.9,11.2,1011.27,4.7,291,48.4
7/17/2023 10:40,12.8,4.27,87.7,10.8,1011.33,3.9,292,48.4
7/17/2023 10:50,13.2,4.3,88.2,11.3,1011.45,4.5,294,48.4
7/17/2023 11:00,13.3,4.31,87.3,11.2,1011.58,3.6,295,48.4
7/17/2023 11:10,13,4.31,87.3,11,1011.62,3.6,299,48.4
7/17/2023 11:20,13.1,4.33,87.2,11,1011.67,4,289,48.4
7/17/2023 11:30,12.8,4.38,88,10.9,1011.75,3.4,287,48.4
7/17/2023 11:40,12.5,4.88,90.1,10.9,1011.89,3.6,283,48.4
7/17/2023 11:50,13,5.22,88.5,11.2,1011.98,3,285,48.4
7/17/2023 12:00,12.7,5.13,88.1,10.8,1011.99,3.1,281,48.4
7/17/2023 12:10,12.5,5.32,89.3,10.8,1011.95,4.2,294,48.4
7/17/2023 12:20,12.7,5.47,88.8,10.9,1011.97,4,294,48.4
7/17/2023 12:30,12.9,5.52,87.4,10.9,1012.05,4.5,285,48.4
7/17/2023 12:40,13.3,5.91,85.7,11,1012.14,3.9,292,48.4
7/17/2023 12:50,13.7,6.01,83.8,11,1012.13,4.5,299,48.4
7/17/2023 13:00,14.1,6.01,81.7,11,1012.09,5.4,299,48.4
7/17/2023 13:10,14.7,5.98,78.7,11.1,1012.12,5.5,309,48.4
7/17/2023 13:20,14.6,6.09,78.4,10.9,1012.19,5.3,295,48.4
7/17/2023 13:30,14.5,6.23,79.5,11,1012.3,5.1,306,48.4
7/17/2023 13:40,14.5,6.22,78.5,10.8,1012.23,6.9,311,48.4
7/17/2023 13:50,14.8,6.1,78.2,11.1,1012.22,5.2,311,48.4
7/17/2023 14:00,14.9,6.05,77.3,10.9,1012.29,7.4,310,48.4
7/17/2023 14:10,14.9,6.07,75.3,10.6,1012.41,7,321,48.4
7/17/2023 14:20,15.1,6.13,74.8,10.7,1012.56,6,313,48.4
7/17/2023 14:30,15.1,6.18,75.2,10.7,1012.57,6.8,315,48.4
7/17/2023 14:40,15.3,6.14,74.3,10.8,1012.67,5.8,308,48.4
7/17/2023 14:50,15.5,6.1,71.9,10.5,1012.73,5.3,318,48.4
7/17/2023 15:00,15.3,5.96,71.7,10.3,1012.86,6.3,300,48.4
7/17/2023 15:10,15.4,5.92,71.5,10.3,1012.92,3.6,286,48.4
7/17/2023 15:20,15.7,5.89,69.2,10.1,1012.97,4.8,296,48.4
7/17/2023 15:30,15.6,5.87,70.7,10.3,1012.96,6.2,292,48.4
7/17/2023 15:40,15.7,5.84,71,10.5,1013.07,3.4,301,48.4
7/17/2023 15:50,15.8,5.85,70.2,10.3,1013.07,3.8,286,48.4
7/17/2023 16:00,15.2,5.84,71.4,10.1,1013.06,4.8,286,48.4
7/17/2023 16:10,15.4,5.9,70.5,10.1,1013.03,7.4,300,48.4
7/17/2023 16:20,15.8,5.8,70.3,10.4,1013.11,6.4,294,48.4
7/17/2023 16:30,15.4,5.71,72.8,10.6,1013.25,5.3,271,48.4
7/17/2023 16:40,15.6,5.63,70.3,10.3,1013.27,5,272,48.4
7/17/2023 16:50,16.1,5.64,67.9,10.2,1013.17,5.4,303,48.4
7/17/2023 17:00,16.4,5.6,64.3,9.6,1013.08,5.1,310,48.4
7/17/2023 17:10,16.1,5.54,68,10.2,1013.08,4.8,310,48.4
7/17/2023 17:20,16.1,5.58,68.7,10.3,1013.21,4.1,296,48.4
7/17/2023 17:30,16.5,5.67,66.6,10.2,1013.18,3.8,304,48.4
7/17/2023 17:40,16.9,5.69,64.9,10.2,1013.15,2.9,282,48.4
7/17/2023 17:50,16.4,5.71,64.9,9.8,1013.03,5.9,290,48.4
7/17/2023 18:00,17,5.68,64.5,10.3,1013.03,5.1,293,48.4
7/17/2023 18:10,17.1,5.58,63.7,10.2,1013.08,4.5,292,48.4
7/17/2023 18:20,16.9,5.5,65,10.2,1013.05,6,282,48.4
7/17/2023 18:30,17.4,5.42,62.1,10.1,1013.11,5.5,294,48.4
7/17/2023 18:40,17.1,5.36,64,10.2,1013.06,6.6,303,48.4
7/17/2023 18:50,16.3,5.32,66.1,10,1013.1,4.4,288,48.4
7/17/2023 19:00,17.2,5.26,64.3,10.4,1013.03,2.6,288,48.4
7/17/2023 19:10,17.1,5.18,63.5,10.2,1012.88,4.2,308,48.4
7/17/2023 19:20,17.6,5.19,63.7,10.6,1012.86,4.3,278,48.4
7/17/2023 19:30,17.6,5.19,62.9,10.5,1012.81,3.6,296,48.4
7/17/2023 19:40,17.1,5.16,65,10.4,1012.7,4.7,292,48.4
7/17/2023 19:50,17.8,5.14,63.2,10.7,1012.74,5.6,289,48.4
7/17/2023 20:00,18.1,5.15,62.7,10.9,1012.87,4.2,306,48.4
7/17/2023 20:10,18.6,5.09,61.6,11.1,1012.79,3.7,307,48.4
7/17/2023 20:20,17.6,5.06,63.7,10.7,1012.79,5.4,314,48.4
7/17/2023 20:30,17.3,5.03,66.3,11,1012.81,6.3,316,48.4
7/17/2023 20:40,17.4,5.07,66.1,11,1012.84,5.3,312,48.4
7/17/2023 20:50,17.5,5.03,64.1,10.7,1012.78,5.6,295,48.4
7/17/2023 21:00,17.9,5.02,62.8,10.7,1012.75,5.9,300,48.4
7/17/2023 21:10,17.8,4.99,64.3,11,1012.75,4.7,286,48.4
7/17/2023 21:20,17.7,4.98,65.4,11.1,1012.85,3.8,287,48.4
7/17/2023 21:30,17.7,4.97,64.6,10.9,1012.83,4.1,285,48.4
7/17/2023 21:40,18,5.02,64,11.1,1012.72,7.5,290,48.4
7/17/2023 21:50,18.1,4.99,64.8,11.4,1012.75,5.3,285,48.4
7/17/2023 22:00,18.1,4.96,65.8,11.6,1012.72,4.7,282,48.4
7/17/2023 22:10,17.3,4.97,67.3,11.2,1012.63,5.6,273,48.4
7/17/2023 22:20,17.4,4.94,67,11.2,1012.64,6.1,277,48.4
7/17/2023 22:30,17.2,4.96,66.3,10.9,1012.69,6.2,285,48.4
7/17/2023 22:40,17.4,4.96,65.9,11,1012.69,4.8,276,48.4
7/17/2023 22:50,17.9,5,66.4,11.5,1012.6,4,280,48.4
7/17/2023 23:00,18.3,5,65.2,11.7,1012.57,3.8,275,48.4
7/17/2023 23:10,17.6,4.96,67.2,11.4,1012.52,3.5,271,48.4
7/17/2023 23:20,17.7,4.96,67.3,11.6,1012.54,5.9,272,48.4
7/17/2023 23:30,18,4.93,67.7,11.9,1012.7,3.9,284,48.4
7/17/2023 23:40,18.5,4.92,67,12.3,1012.81,3.5,278,48.4
7/17/2023 23:50,17.9,4.91,67.5,11.8,1012.95,7.3,302,48.4
7/18/2023 0:00,17.7,4.89,70.5,12.3,1013.12,4.8,289,48.4
7/18/2023 0:10,17.5,4.89,69.8,11.9,1013.07,6,293,48.4
7/18/2023 0:20,17.4,4.88,71.6,12.2,1013.05,5.1,293,48.4
7/18/2023 0:30,17.4,4.86,71.7,12.2,1013.05,4.2,297,48.4
7/18/2023 0:40,16.4,4.86,73.7,11.7,1013.06,3.8,289,48.4
7/18/2023 0:50,17.2,4.86,71.6,12.1,1013.1,2.6,281,48.4
7/18/2023 1:00,16.6,4.85,73.2,11.8,1013.15,2.3,274,48.4
7/18/2023 1:10,15.9,4.84,77.3,11.9,1013.16,1.8,272,48.4
7/18/2023 1:20,14.3,4.82,78.4,10.6,1013.28,1.7,200,48.4
7/18/2023 1:30,11.2,4.81,89.2,9.5,1013.41,2.9,166,48.4
7/18/2023 1:40,11.1,4.83,91.5,9.8,1013.39,2.8,174,48.4
7/18/2023 1:50,11.2,4.84,92.6,10,1013.39,3.2,187,48.4
7/18/2023 2:00,11.8,5.44,92.1,10.5,1013.42,3.4,190,48.4
7/18/2023 2:10,11.2,5.98,92.8,10.1,1013.46,2.9,221,48.4
7/18/2023 2:20,10.3,6.11,93.1,9.3,1013.58,1.7,268,48.4
7/18/2023 2:30,10.1,6.42,95.6,9.4,1013.62,1.5,282,48.4
7/18/2023 2:40,11,6.53,93.4,10,1013.56,1.9,252,48.4
7/18/2023 2:50,12.4,6.56,91.5,11.1,1013.53,2.4,246,48.4
7/18/2023 3:00,11.4,6.68,93.2,10.4,1013.52,2.9,244,48.4
7/18/2023 3:10,11.3,6.79,92.3,10.1,1013.59,3.1,243,48.4
7/18/2023 3:20,10.8,6.81,94,9.9,1013.61,2.8,236,48.4
7/18/2023 3:30,10.5,6.96,93.8,9.5,1013.56,2.2,243,48.4
7/18/2023 3:40,10.8,7.03,95.4,10,1013.65,3.5,235,48.4
7/18/2023 3:50,10.6,7.09,96,9.9,1013.69,2.8,237,48.4
7/18/2023 4:00,10.6,7.08,97.6,10.2,1013.66,2,257,48.4
7/18/2023 4:10,10.4,7.08,99.1,10.3,1013.63,1.7,257,48.4
7/18/2023 4:20,11.6,7.04,99.5,11.5,1013.59,1.7,247,48.4
7/18/2023 4:30,11.5,7.04,99,11.4,1013.68,1.2,274,48.4
7/18/2023 4:40,11.7,7.16,99.6,11.6,1013.61,1,12,48.4
7/18/2023 4:50,11.7,7.41,99.9,11.7,1013.55,1.2,5,48.4
7/18/2023 5:00,12.8,7.45,100,12.8,1013.64,1,290,48.4
7/18/2023 5:10,13.2,7.46,98.4,12.9,1013.65,0.9,243,48.4
7/18/2023 5:20,13.9,7.5,94.8,13.1,1013.58,1.3,247,48.4
7/18/2023 5:30,13.3,7.77,96.7,12.8,1013.61,1.4,216,48.4
7/18/2023 5:40,12.8,8.23,95.6,12.1,1013.7,1.7,230,48.4
7/18/2023 5:50,11.4,8.54,96.9,11,1013.74,1.7,224,48.4
7/18/2023 6:00,11.3,8.63,99,11.1,1013.7,1.9,209,48.4
7/18/2023 6:10,11.6,8.7,98.9,11.4,1013.55,2,200,48.4
7/18/2023 6:20,11.6,8.73,99.1,11.5,1013.52,2.4,205,48.4
7/18/2023 6:30,11.9,8.79,97.5,11.6,1013.52,2.1,214,48.4
7/18/2023 6:40,11.6,8.89,98,11.3,1013.6,1.7,226,48.4
7/18/2023 6:50,10.8,8.94,97.9,10.5,1013.62,1.1,246,48.4
7/18/2023 7:00,10.7,8.98,99.2,10.6,1013.7,1.7,236,48.4
7/18/2023 7:10,10.8,9.03,99,10.7,1013.83,2.3,219,48.4
7/18/2023 7:20,11.8,9.06,98.3,11.6,1013.77,2.6,225,48.4
7/18/2023 7:30,11.7,9.07,96.6,11.1,1013.82,2.6,245,48.4
7/18/2023 7:40,11.6,9.05,98,11.3,1013.77,2.1,258,48.4
7/18/2023 7:50,11.6,9.02,98,11.3,1013.61,1.5,255,48.4
7/18/2023 8:00,11.3,8.99,97.7,11,1013.59,1.7,285,48.4
7/18/2023 8:10,11.8,8.98,99.9,11.7,1013.56,1.4,299,48.4
7/18/2023 8:20,12.2,8.94,99.7,12.2,1013.7,1.2,318,48.4
7/18/2023 8:30,11.6,8.91,99.1,11.5,1013.85,1,64,48.4
7/18/2023 8:40,11.3,8.92,99.8,11.2,1013.99,1.3,41,48.4
7/18/2023 8:50,11.2,8.95,100,11.2,1014.04,0.9,98,48.4
7/18/2023 9:00,11.6,9.02,100,11.6,1014.02,0.7,149,48.4
7/18/2023 9:10,12,9.09,100,12,1013.96,0.8,170,48.4
7/18/2023 9:20,12.1,9.14,99.9,12,1014.05,1.2,257,48.4
7/18/2023 9:30,11.5,9.15,99.8,11.5,1014.15,1.2,309,48.4
7/18/2023 9:40,11.9,9.11,100,11.9,1014.22,0.7,302,48.4
7/18/2023 9:50,11.9,9.09,100,11.9,1014.32,0.8,321,48.4
7/18/2023 10:00,12.2,9.12,100,12.2,1014.35,0.6,35,48.4
7/18/2023 10:10,12.8,9.17,100,12.8,1014.47,0.7,329,48.4
7/18/2023 10:20,13,9.22,100,13,1014.6,0.8,280,48.4
7/18/2023 10:30,13,9.26,100,13,1014.72,1.4,280,48.4
7/18/2023 10:40,11.7,9.13,99.9,11.7,1014.88,1.8,241,48.4
7/18/2023 10:50,11.7,8.88,100,11.7,1014.89,1.4,219,48.4
7/18/2023 11:00,11.3,8.72,100,11.3,1014.99,1.5,218,48.4
7/18/2023 11:10,11.2,8.48,100,11.2,1015.03,1.2,227,48.4
7/18/2023 11:20,10.7,8.21,100,10.7,1015.14,1.2,286,48.4
7/18/2023 11:30,11.1,8.11,100,11.1,1015.23,1.3,311,48.4
7/18/2023 11:40,10.8,8.14,100,10.8,1015.36,0.3,34,48.4
7/18/2023 11:50,11.2,8.17,100,11.2,1015.35,1.1,49,48.4
7/18/2023 12:00,12.3,8.19,100,12.3,1015.28,1.2,43,48.4
7/18/2023 12:10,12.1,8.24,100,12.1,1015.18,1.9,63,48.4
7/18/2023 12:20,10.9,8.25,100,10.9,1015.18,2,47,48.4
7/18/2023 12:30,10.8,8.27,98.9,10.6,1015.16,2,77,48.4
7/18/2023 12:40,10.7,8.32,100,10.7,1015.21,1.9,98,48.4
7/18/2023 12:50,12,8.36,100,12,1015.15,2.3,82,48.4
7/18/2023 13:00,12.1,8.36,100,12.1,1015.22,1.9,91,48.4
7/18/2023 13:10,12,8.39,100,12,1015.16,1.6,123,48.4
7/18/2023 13:20,11.6,8.45,98.7,11.4,1015.22,1.5,178,48.4
7/18/2023 13:30,11.1,8.49,97.1,10.7,1015.36,0.9,240,48.4
7/18/2023 13:40,11.2,8.49,97,10.8,1015.37,0.7,187,48.4
7/18/2023 13:50,11.2,8.49,97.4,10.8,1015.36,0.7,169,48.4
7/18/2023 14:00,11.6,8.52,96.7,11.1,1015.35,0.5,247,48.4
7/18/2023 14:10,12.9,8.59,91.5,11.6,1015.27,0.4,130,48.4
7/18/2023 14:20,12.6,8.58,92,11.3,1015.26,1,312,48.4
7/18/2023 14:30,11.8,8.55,97.7,11.5,1015.31,1,298,48.4
7/18/2023 14:40,12,8.46,98.6,11.8,1015.27,1.2,296,48.4
7/18/2023 14:50,12.1,8.64,99,12,1015.15,1.5,248,48.4
7/18/2023 15:00,12.5,8.64,98.3,12.2,1015.06,0.7,298,48.4
7/18/2023 15:10,13.7,8.61,93.5,12.6,1015.01,1.2,0,48.4
7/18/2023 15:20,13.4,8.57,95.8,12.8,1015.2,0.9,330,48.4
7/18/2023 15:30,14.4,8.78,90.6,12.9,1015.3,0.7,334,48.4
7/18/2023 15:40,14.1,8.65,91.9,12.9,1015.31,1.1,313,48.4
7/18/2023 15:50,13.6,8.7,95.7,13,1015.39,1.4,300,48.4
7/18/2023 16:00,14.2,8.76,94.7,13.4,1015.45,1.2,289,48.4
7/18/2023 16:10,14.7,8.83,93.3,13.6,1015.61,1.1,253,48.4
7/18/2023 16:20,14.4,8.69,94.7,13.6,1015.64,1.3,286,48.4
7/18/2023 16:30,15.1,8.65,92.9,14,1015.58,0.7,285,48.4
7/18/2023 16:40,15.6,8.62,91.1,14.2,1015.58,1,286,48.4
7/18/2023 16:50,15.9,8.74,91.2,14.5,1015.5,1,264,48.4
7/18/2023 17:00,15.4,8.76,92.4,14.2,1015.38,1.9,242,48.4
7/18/2023 17:10,14.9,8.66,93.1,13.8,1015.36,1.8,254,48.4
7/18/2023 17:20,14.8,9.05,91.8,13.5,1015.5,2.3,77,48.4
7/18/2023 17:30,14.3,8.87,93,13.2,1015.63,1.8,84,48.4
7/18/2023 17:40,13.8,8.78,94.7,13,1015.76,1.8,74,48.4
7/18/2023 17:50,13.5,8.87,95.4,12.8,1015.91,1.7,29,48.4
7/18/2023 18:00,14,8.77,94.1,13.1,1015.88,0.7,34,48.4
7/18/2023 18:10,14.3,8.77,92.3,13.1,1015.93,1.1,51,48.4
7/18/2023 18:20,14.7,8.91,93.2,13.6,1015.76,1.5,52,48.4
7/18/2023 18:30,14.9,9,93.4,13.8,1015.65,1.1,55,48.4
7/18/2023 18:40,16.2,8.9,87.1,14,1015.59,0.6,358,48.4
7/18/2023 18:50,16.8,9.1,85.5,14.3,1015.58,1.6,3,48.4
7/18/2023 19:00,17,9.25,85.4,14.5,1015.44,1.2,9,48.4
7/18/2023 19:10,17,9.52,85.3,14.5,1015.39,1.7,43,48.4
7/18/2023 19:20,15.9,9.44,90,14.3,1015.38,1.3,53,48.4
7/18/2023 19:30,15.5,9.54,90.4,13.9,1015.37,1.9,52,48.4
7/18/2023 19:40,15.2,9.61,91.1,13.8,1015.3,1.3,66,48.4
7/18/2023 19:50,15.6,9.64,89.7,14,1015.2,1.5,52,48.4
7/18/2023 20:00,15,9.65,91.3,13.6,1015.27,2.6,66,48.4
7/18/2023 20:10,14.3,9.63,93.4,13.3,1015.33,2.8,60,48.4
7/18/2023 20:20,13.8,9.61,93.9,12.9,1015.32,3,66,48.4
7/18/2023 20:30,13.9,10.03,92,12.7,1015.28,2.6,62,48.4
7/18/2023 20:40,13.7,9.7,91.8,12.4,1015.27,3,62,48.4
7/18/2023 20:50,13.4,9.98,92.9,12.3,1015.2,2.7,56,48.4
7/18/2023 21:00,13.9,10.68,90.8,12.4,1015.23,3.2,48,48.4
7/18/2023 21:10,14.2,11.11,87.5,12.2,1015.16,2.8,48,48.4
7/18/2023 21:20,14.2,11.09,85.8,11.9,1015.12,1.9,58,48.4
7/18/2023 21:30,14.7,11.65,82.7,11.8,1015.04,2.2,54,48.4
7/18/2023 21:40,15.2,11.49,79.7,11.7,1014.9,2.1,62,48.4
7/18/2023 21:50,14.8,11.73,81.7,11.7,1014.97,2.1,50,48.4
7/18/2023 22:00,13.9,11.54,86.3,11.7,1015.04,1.6,60,48.4
7/18/2023 22:10,13.8,11.32,87.8,11.8,1015.1,1.4,55,48.4
7/18/2023 22:20,13.8,10.74,88,11.9,1015.27,1.8,27,48.4
7/18/2023 22:30,13.8,12.03,87.5,11.7,1015.23,2.9,44,48.4
7/18/2023 22:40,13.2,12.09,90.5,11.7,1015.09,3.3,61,48.4
7/18/2023 22:50,12.1,11.93,94.7,11.3,1015.14,2.5,48,48.4
7/18/2023 23:00,11.7,11.97,96.3,11.1,1015.21,3.3,41,48.4
7/18/2023 23:10,11.4,11.72,97.1,11,1015.24,3.5,47,48.4
7/18/2023 23:20,11.6,11.83,96.8,11.1,1015.27,3.8,56,48.4
7/18/2023 23:30,11.7,11.6,96.3,11.1,1015.35,3.9,50,48.4
7/18/2023 23:40,11.6,11.41,96.4,11,1015.41,4.3,44,48.4
7/18/2023 23:50,11.9,11.44,95.2,11.1,1015.48,5.7,60,48.4
